amount,failure_reason,payment_method,customer_success_rate,previous_attempts,hours_since_failure,intervention,recovered,recovered_amount
8867.51,insufficient_funds,wallet,0.947,2,12.0,retry_now,0,0.0
4638.19,insufficient_funds,upi,0.607,0,4.23,retry_now,1,4638.19
11854.85,network_error,card,0.907,2,13.51,retry_now,1,11854.85
5032.06,insufficient_funds,netbanking,0.853,3,21.61,retry_later,1,5032.06
9428.3,expired_card,wallet,0.786,3,18.17,request_card_update,0,0.0
3378.92,insufficient_funds,upi,0.793,2,20.96,retry_later,1,3378.92
1172.77,card_declined,upi,0.848,4,11.81,retry_now,0,0.0
6197.37,insufficient_funds,netbanking,0.6,3,28.72,retry_later,0,0.0
8932.51,network_error,upi,0.671,3,32.42,retry_now,1,8932.51
7922.57,insufficient_funds,upi,0.835,1,11.42,request_alternative_payment,0,0.0
7008.95,card_declined,netbanking,0.763,0,39.49,retry_later,1,7008.95
3783.19,expired_card,upi,0.546,4,43.55,retry_now,0,0.0
2622.27,card_declined,card,0.702,0,5.59,request_alternative_payment,0,0.0
7774.28,insufficient_funds,card,0.506,1,10.7,request_alternative_payment,0,0.0
7032.88,network_error,card,0.794,2,31.17,request_card_update,0,0.0
3192.23,card_declined,card,0.558,1,8.59,request_card_update,0,0.0
12145.73,insufficient_funds,card,0.537,0,2.15,retry_later,1,12145.73
2467.35,card_declined,upi,0.957,0,7.89,retry_later,0,0.0
3134.97,network_error,wallet,0.823,0,34.46,request_alternative_payment,1,3134.97
18514.94,card_declined,card,0.919,4,37.58,retry_later,0,0.0
10017.2,network_error,card,0.798,1,2.17,request_alternative_payment,1,10017.2
3754.78,network_error,netbanking,0.718,0,15.89,retry_now,0,0.0
6292.4,card_declined,card,0.674,0,2.69,retry_later,1,6292.4
5659.14,insufficient_funds,netbanking,0.307,0,15.01,request_alternative_payment,1,5659.14
555.96,network_error,upi,0.512,1,15.72,request_card_update,0,0.0
2421.19,card_declined,upi,0.63,0,3.89,request_alternative_payment,1,2421.19
4800.69,insufficient_funds,card,0.627,0,25.37,retry_now,0,0.0
3758.98,insufficient_funds,card,0.67,4,9.17,request_alternative_payment,0,0.0
6092.87,expired_card,upi,0.965,1,3.28,retry_now,0,0.0
12342.19,insufficient_funds,card,0.452,0,6.41,request_card_update,0,0.0
3865.96,insufficient_funds,card,0.796,2,73.04,retry_later,1,3865.96
2145.37,insufficient_funds,card,0.758,0,8.08,retry_later,0,0.0
6483.88,insufficient_funds,upi,0.886,0,8.79,request_alternative_payment,1,6483.88
3850.25,expired_card,upi,0.609,0,8.18,request_alternative_payment,1,3850.25
4413.14,card_declined,upi,0.937,2,13.18,retry_later,0,0.0
3959.11,network_error,upi,0.454,0,0.72,request_card_update,1,3959.11
30051.37,network_error,card,0.743,1,15.26,request_alternative_payment,1,30051.37
832.66,card_declined,wallet,0.684,1,10.65,request_alternative_payment,0,0.0
3664.79,network_error,netbanking,0.885,0,39.62,retry_later,1,3664.79
4985.27,expired_card,card,0.564,1,6.79,request_alternative_payment,0,0.0
2676.54,network_error,upi,0.868,1,3.26,request_card_update,1,2676.54
10270.73,network_error,card,0.885,4,22.62,request_alternative_payment,0,0.0
9583.51,card_declined,wallet,0.868,2,8.17,retry_later,1,9583.51
4812.58,network_error,card,0.875,0,21.16,retry_later,1,4812.58
4026.51,insufficient_funds,card,0.875,2,1.24,request_card_update,1,4026.51
4571.64,network_error,wallet,0.888,1,55.96,retry_now,0,0.0
4597.94,card_declined,upi,0.535,0,63.44,request_alternative_payment,0,0.0
4696.13,card_declined,card,0.746,0,9.89,retry_now,1,4696.13
4301.82,expired_card,upi,0.739,1,2.98,retry_now,1,4301.82
6118.99,card_declined,netbanking,0.506,0,12.9,request_alternative_payment,0,0.0
9134.04,insufficient_funds,card,0.9,2,13.02,retry_later,0,0.0
1868.68,network_error,upi,0.781,0,2.96,retry_later,1,1868.68
2157.41,expired_card,upi,0.816,1,1.74,request_alternative_payment,1,2157.41
1234.45,card_declined,upi,0.916,1,1.55,request_card_update,1,1234.45
9999.71,expired_card,wallet,0.964,4,6.92,request_alternative_payment,1,9999.71
6108.59,network_error,upi,0.434,0,25.45,retry_now,0,0.0
7490.62,expired_card,upi,0.789,1,0.64,retry_later,0,0.0
1593.35,insufficient_funds,netbanking,0.682,1,28.1,request_alternative_payment,0,0.0
20850.89,card_declined,card,0.811,1,32.33,retry_later,0,0.0
3072.09,network_error,card,0.637,0,7.71,retry_now,0,0.0
5720.19,expired_card,wallet,0.762,0,40.91,request_card_update,0,0.0
9904.07,insufficient_funds,upi,0.874,2,5.24,retry_later,1,9904.07
2270.17,insufficient_funds,card,0.763,2,28.81,request_card_update,0,0.0
3229.67,insufficient_funds,card,0.767,0,10.18,request_card_update,0,0.0
5770.6,network_error,card,0.685,1,0.85,retry_later,1,5770.6
49176.52,expired_card,card,0.633,0,7.14,retry_later,0,0.0
6361.97,card_declined,card,0.864,0,4.05,request_alternative_payment,1,6361.97
18074.95,insufficient_funds,upi,0.814,1,58.37,request_alternative_payment,0,0.0
13117.88,insufficient_funds,card,0.699,0,9.96,request_card_update,1,13117.88
6711.66,expired_card,upi,0.92,1,7.64,request_card_update,0,0.0
2266.15,insufficient_funds,wallet,0.85,0,4.88,retry_now,1,2266.15
11672.56,insufficient_funds,wallet,0.841,1,32.26,retry_now,0,0.0
1508.25,insufficient_funds,netbanking,0.763,1,17.82,request_alternative_payment,0,0.0
17995.79,network_error,card,0.954,0,48.37,retry_now,1,17995.79
5867.58,card_declined,upi,0.729,1,0.85,request_card_update,0,0.0
600.05,insufficient_funds,upi,0.807,1,22.15,request_card_update,1,600.05
3807.73,insufficient_funds,card,0.884,2,43.4,request_alternative_payment,0,0.0
8436.74,expired_card,netbanking,0.644,2,16.15,retry_later,0,0.0
4136.37,card_declined,upi,0.616,0,1.17,retry_later,1,4136.37
8859.08,card_declined,upi,0.669,1,16.77,request_card_update,1,8859.08
2533.04,insufficient_funds,card,0.804,2,76.48,request_card_update,0,0.0
1758.84,insufficient_funds,card,0.965,1,18.22,request_card_update,1,1758.84
4722.23,network_error,netbanking,0.624,1,35.06,retry_later,0,0.0
5127.87,network_error,card,0.771,1,19.83,request_card_update,1,5127.87
3783.81,card_declined,card,0.603,0,37.64,retry_now,0,0.0
13346.72,expired_card,upi,0.851,1,0.64,request_card_update,0,0.0
2532.66,card_declined,upi,0.779,0,21.69,retry_now,0,0.0
6423.55,expired_card,card,0.828,0,21.0,request_alternative_payment,0,0.0
5279.41,insufficient_funds,card,0.763,2,31.7,request_card_update,0,0.0
1439.17,insufficient_funds,netbanking,0.611,3,12.25,retry_now,0,0.0
1740.57,expired_card,wallet,0.672,2,42.68,request_card_update,0,0.0
5047.87,expired_card,upi,0.693,1,7.19,retry_later,0,0.0
24395.48,network_error,netbanking,0.873,0,5.17,retry_later,0,0.0
7947.47,network_error,card,0.513,1,0.98,request_card_update,0,0.0
1257.25,network_error,upi,0.957,4,26.16,request_card_update,1,1257.25
415.22,network_error,upi,0.759,3,7.83,request_alternative_payment,1,415.22
8987.91,insufficient_funds,netbanking,0.743,2,14.15,retry_now,0,0.0
4629.58,card_declined,netbanking,0.754,2,1.74,request_alternative_payment,0,0.0
12459.09,network_error,card,0.655,1,14.81,request_alternative_payment,0,0.0
2471.59,card_declined,card,0.885,1,15.45,retry_now,1,2471.59
6616.77,expired_card,netbanking,0.916,1,26.33,request_alternative_payment,0,0.0
9839.22,card_declined,card,0.749,1,19.38,request_alternative_payment,0,0.0
3495.47,insufficient_funds,upi,0.882,1,13.42,retry_later,0,0.0
3555.76,insufficient_funds,upi,0.637,1,6.39,request_alternative_payment,0,0.0
5102.08,network_error,card,0.578,3,9.85,retry_now,0,0.0
7718.18,insufficient_funds,upi,0.513,0,6.41,request_card_update,0,0.0
4942.99,expired_card,upi,0.691,0,51.64,request_card_update,0,0.0
10898.61,insufficient_funds,netbanking,0.661,0,30.02,request_card_update,0,0.0
3455.23,card_declined,card,0.834,2,24.36,request_card_update,1,3455.23
1727.58,network_error,card,0.625,3,70.24,retry_later,0,0.0
24313.17,card_declined,card,0.917,2,0.36,request_card_update,0,0.0
3082.47,network_error,card,0.551,1,11.74,retry_now,1,3082.47
3173.02,insufficient_funds,upi,0.891,1,11.79,request_alternative_payment,1,3173.02
4743.59,card_declined,card,0.807,0,52.38,retry_later,1,4743.59
5276.08,card_declined,card,0.81,1,2.48,retry_now,0,0.0
3669.63,expired_card,wallet,0.428,2,94.43,retry_later,0,0.0
4930.75,insufficient_funds,card,0.876,2,27.89,retry_now,0,0.0
4843.45,insufficient_funds,card,0.854,1,18.16,request_card_update,1,4843.45
5750.54,network_error,netbanking,0.808,2,74.07,retry_later,1,5750.54
758.39,expired_card,upi,0.857,0,2.02,retry_later,0,0.0
22514.04,network_error,card,0.73,0,21.16,request_card_update,0,0.0
4444.23,network_error,wallet,0.957,1,0.65,retry_now,1,4444.23
7956.08,card_declined,upi,0.639,4,18.52,retry_later,0,0.0
1660.23,card_declined,card,0.436,3,2.02,request_card_update,0,0.0
3430.27,expired_card,card,0.911,3,7.36,request_card_update,0,0.0
2920.0,expired_card,wallet,0.559,1,52.37,request_alternative_payment,0,0.0
16203.33,network_error,card,0.841,4,1.11,retry_later,0,0.0
3129.23,network_error,netbanking,0.942,1,14.48,retry_later,1,3129.23
9169.68,expired_card,card,0.581,1,19.83,retry_now,0,0.0
2971.6,insufficient_funds,card,0.708,2,7.75,retry_now,0,0.0
3481.08,insufficient_funds,netbanking,0.871,1,10.48,retry_now,0,0.0
4108.25,expired_card,wallet,0.923,2,15.78,retry_now,1,4108.25
13964.44,card_declined,card,0.659,1,17.09,request_alternative_payment,0,0.0
1102.47,insufficient_funds,card,0.69,4,12.78,retry_later,1,1102.47
1745.27,card_declined,upi,0.775,3,7.1,retry_later,1,1745.27
1052.95,card_declined,upi,0.951,2,4.48,request_card_update,0,0.0
2094.75,network_error,card,0.708,0,3.43,retry_now,1,2094.75
2612.11,network_error,card,0.832,0,15.02,request_alternative_payment,1,2612.11
1374.17,insufficient_funds,wallet,0.773,3,47.77,retry_now,1,1374.17
2779.08,card_declined,card,0.793,2,23.9,retry_now,0,0.0
997.67,insufficient_funds,card,0.68,0,0.89,request_alternative_payment,1,997.67
2214.54,expired_card,card,0.84,1,24.66,retry_now,0,0.0
13062.87,insufficient_funds,card,0.846,0,29.73,retry_later,0,0.0
6905.43,card_declined,upi,0.713,2,1.74,request_alternative_payment,1,6905.43
5809.02,card_declined,card,0.954,1,14.71,request_alternative_payment,0,0.0
2241.66,card_declined,upi,0.721,1,21.14,retry_later,0,0.0
1463.12,card_declined,card,0.927,0,50.01,retry_now,0,0.0
2009.96,network_error,card,0.818,0,2.0,request_alternative_payment,1,2009.96
4830.11,card_declined,netbanking,0.631,3,29.87,retry_later,0,0.0
10013.95,insufficient_funds,upi,0.534,2,0.73,request_card_update,0,0.0
10291.64,card_declined,card,0.975,0,19.44,request_card_update,1,10291.64
8280.7,card_declined,card,0.972,0,0.36,request_alternative_payment,1,8280.7
2771.51,insufficient_funds,upi,0.377,1,0.32,request_alternative_payment,0,0.0
5099.17,network_error,netbanking,0.624,3,27.51,request_alternative_payment,0,0.0
3866.55,insufficient_funds,upi,0.839,1,16.42,request_alternative_payment,1,3866.55
4256.67,network_error,netbanking,0.699,2,27.35,request_card_update,0,0.0
25511.78,insufficient_funds,card,0.841,4,9.26,request_card_update,0,0.0
1221.2,network_error,wallet,0.967,1,9.63,retry_later,1,1221.2
4144.14,insufficient_funds,card,0.905,2,71.28,request_alternative_payment,0,0.0
13181.8,card_declined,card,0.813,0,22.5,request_alternative_payment,0,0.0
1547.63,insufficient_funds,upi,0.651,0,22.67,request_alternative_payment,0,0.0
2987.51,card_declined,card,0.726,3,22.83,request_card_update,0,0.0
3274.64,insufficient_funds,card,0.762,3,69.24,request_alternative_payment,1,3274.64
4182.07,network_error,card,0.899,0,38.72,request_card_update,0,0.0
1394.69,card_declined,upi,0.841,1,38.03,request_alternative_payment,0,0.0
8049.96,expired_card,netbanking,0.685,2,30.78,retry_later,0,0.0
8520.44,network_error,upi,0.691,3,14.36,retry_now,1,8520.44
7509.27,card_declined,card,0.558,2,22.95,retry_later,1,7509.27
2492.13,network_error,card,0.346,2,32.57,request_card_update,1,2492.13
5358.3,insufficient_funds,netbanking,0.853,2,14.35,retry_now,0,0.0
2434.85,card_declined,upi,0.857,1,5.54,retry_now,0,0.0
3831.9,card_declined,upi,0.775,0,15.47,request_card_update,1,3831.9
28000.22,network_error,card,0.705,3,1.73,request_alternative_payment,1,28000.22
5397.81,insufficient_funds,card,0.581,4,4.1,request_alternative_payment,0,0.0
1933.66,card_declined,card,0.862,0,46.82,request_card_update,1,1933.66
5775.97,network_error,upi,0.674,2,3.54,request_alternative_payment,1,5775.97
1695.54,card_declined,netbanking,0.956,0,13.19,retry_later,0,0.0
1915.98,insufficient_funds,wallet,0.834,2,1.23,retry_now,0,0.0
2173.94,card_declined,card,0.498,0,8.26,retry_later,0,0.0
3504.3,network_error,upi,0.906,4,2.94,retry_later,0,0.0
10580.5,insufficient_funds,netbanking,0.918,2,0.8,retry_now,1,10580.5
7941.93,card_declined,card,0.742,2,17.86,retry_now,0,0.0
7597.61,expired_card,upi,0.813,0,10.65,retry_now,0,0.0
2075.7,expired_card,upi,0.757,0,16.93,retry_later,0,0.0
3242.64,insufficient_funds,card,0.646,1,1.23,request_alternative_payment,1,3242.64
6215.45,card_declined,card,0.785,0,31.14,request_card_update,0,0.0
3024.61,insufficient_funds,card,0.646,0,2.94,retry_now,1,3024.61
4001.8,expired_card,upi,0.85,3,48.66,request_alternative_payment,0,0.0
7117.27,card_declined,card,0.852,1,66.5,request_card_update,0,0.0
3782.63,card_declined,card,0.682,0,27.22,request_alternative_payment,0,0.0
5991.16,insufficient_funds,card,0.749,3,8.26,request_alternative_payment,0,0.0
17878.89,card_declined,netbanking,0.859,2,64.34,request_alternative_payment,0,0.0
4357.73,insufficient_funds,netbanking,0.889,1,6.28,request_card_update,1,4357.73
12844.4,network_error,wallet,0.766,2,3.01,request_alternative_payment,1,12844.4
7821.95,card_declined,netbanking,0.711,0,30.85,request_card_update,0,0.0
1545.96,card_declined,card,0.939,0,2.95,request_card_update,0,0.0
2070.37,network_error,card,0.892,0,25.02,request_card_update,1,2070.37
2566.55,insufficient_funds,upi,0.737,0,7.49,request_card_update,1,2566.55
2523.31,insufficient_funds,upi,0.713,3,17.79,retry_later,0,0.0
4651.58,card_declined,upi,0.865,4,0.28,retry_now,0,0.0
8175.59,network_error,card,0.898,0,10.18,retry_now,0,0.0
13647.61,insufficient_funds,wallet,0.886,3,17.19,retry_later,0,0.0
6397.95,network_error,card,0.849,2,4.13,request_alternative_payment,1,6397.95
3500.46,card_declined,upi,0.951,0,8.65,retry_now,1,3500.46
945.2,card_declined,netbanking,0.754,1,21.65,request_card_update,0,0.0
5290.48,card_declined,upi,0.619,1,0.65,request_card_update,0,0.0
5104.15,insufficient_funds,netbanking,0.588,0,14.45,retry_later,0,0.0
5787.97,insufficient_funds,upi,0.623,1,20.48,request_card_update,1,5787.97
26962.05,network_error,netbanking,0.898,0,0.87,retry_later,1,26962.05
13489.55,card_declined,netbanking,0.825,1,11.52,request_card_update,1,13489.55
9369.75,card_declined,card,0.957,0,5.38,retry_later,1,9369.75
2315.85,expired_card,card,0.888,1,45.9,retry_now,1,2315.85
3316.94,insufficient_funds,netbanking,0.853,1,24.67,retry_now,1,3316.94
4634.66,card_declined,upi,0.845,1,30.79,request_alternative_payment,0,0.0
2688.85,card_declined,upi,0.906,0,4.77,request_alternative_payment,0,0.0
7461.9,insufficient_funds,card,0.507,0,16.84,retry_now,1,7461.9
6652.32,expired_card,card,0.978,1,12.84,request_card_update,0,0.0
2093.4,expired_card,upi,0.585,0,20.5,retry_now,0,0.0
13025.27,insufficient_funds,wallet,0.888,0,23.17,request_card_update,0,0.0
5426.46,expired_card,card,0.844,1,43.13,request_card_update,0,0.0
1253.8,insufficient_funds,card,0.894,4,31.37,request_alternative_payment,0,0.0
4798.79,expired_card,card,0.645,1,60.74,request_alternative_payment,0,0.0
6261.4,network_error,upi,0.648,2,7.17,request_alternative_payment,1,6261.4
10888.11,insufficient_funds,card,0.774,2,2.08,request_alternative_payment,0,0.0
3816.97,card_declined,upi,0.786,2,7.81,retry_now,1,3816.97
9696.73,network_error,card,0.96,1,4.38,retry_now,1,9696.73
5807.51,insufficient_funds,card,0.514,3,5.9,request_card_update,0,0.0
1746.12,card_declined,card,0.591,0,63.52,retry_later,0,0.0
1611.72,card_declined,card,0.788,0,2.0,request_card_update,1,1611.72
12274.03,insufficient_funds,netbanking,0.774,0,32.79,retry_later,1,12274.03
13016.6,insufficient_funds,wallet,0.931,0,35.46,request_alternative_payment,1,13016.6
6473.81,insufficient_funds,netbanking,0.722,2,33.79,retry_later,1,6473.81
16543.67,network_error,netbanking,0.838,0,29.51,retry_later,1,16543.67
11643.24,card_declined,card,0.872,1,2.82,retry_now,1,11643.24
8639.47,card_declined,netbanking,0.799,1,2.46,retry_now,0,0.0
2411.84,insufficient_funds,upi,0.952,3,11.04,retry_now,1,2411.84
19976.99,insufficient_funds,netbanking,0.739,1,15.14,retry_later,0,0.0
7678.92,network_error,upi,0.903,1,45.55,request_alternative_payment,0,0.0
3672.11,insufficient_funds,card,0.823,2,4.28,request_card_update,1,3672.11
2929.47,network_error,card,0.943,0,0.49,request_alternative_payment,1,2929.47
6140.25,card_declined,card,0.585,1,17.79,request_card_update,0,0.0
1313.36,network_error,card,0.988,0,20.54,retry_later,1,1313.36
8751.07,card_declined,upi,0.49,0,3.74,request_alternative_payment,0,0.0
2331.66,network_error,wallet,0.855,1,7.45,retry_later,0,0.0
6725.62,insufficient_funds,card,0.647,2,7.69,retry_now,0,0.0
3294.13,expired_card,upi,0.779,1,25.31,request_card_update,0,0.0
4046.7,insufficient_funds,upi,0.703,1,4.12,request_card_update,0,0.0
2728.93,insufficient_funds,card,0.713,1,3.99,retry_later,0,0.0
4394.94,card_declined,card,0.957,1,31.19,retry_later,1,4394.94
22667.71,insufficient_funds,card,0.921,1,2.33,retry_now,1,22667.71
15142.2,card_declined,upi,0.497,3,2.28,retry_now,0,0.0
6639.4,network_error,card,0.77,1,30.04,retry_later,0,0.0
4899.84,network_error,card,0.824,2,11.47,request_alternative_payment,1,4899.84
9823.71,card_declined,card,0.735,0,1.34,retry_now,0,0.0
12347.01,expired_card,netbanking,0.701,0,25.18,request_card_update,0,0.0
2574.31,card_declined,netbanking,0.958,0,12.95,retry_later,1,2574.31
4699.64,insufficient_funds,card,0.79,1,7.23,request_card_update,0,0.0
1164.01,network_error,upi,0.915,2,8.62,retry_later,1,1164.01
12279.36,insufficient_funds,wallet,0.658,1,46.51,request_alternative_payment,0,0.0
26087.53,insufficient_funds,card,0.329,3,3.37,retry_now,0,0.0
5330.81,insufficient_funds,card,0.92,0,9.48,request_card_update,0,0.0
913.41,insufficient_funds,card,0.92,2,3.82,retry_later,0,0.0
8138.05,insufficient_funds,card,0.309,1,3.21,retry_now,0,0.0
2425.81,insufficient_funds,netbanking,0.736,0,19.84,request_alternative_payment,0,0.0
2941.03,card_declined,netbanking,0.686,1,8.46,retry_later,0,0.0
8254.01,network_error,upi,0.329,2,4.04,request_alternative_payment,0,0.0
6129.3,expired_card,card,0.723,3,4.22,request_card_update,0,0.0
3383.64,insufficient_funds,netbanking,0.903,1,7.07,retry_now,1,3383.64
2973.54,insufficient_funds,card,0.817,2,20.49,request_card_update,0,0.0
5529.55,card_declined,card,0.921,3,47.84,retry_later,1,5529.55
3603.36,insufficient_funds,card,0.919,2,14.83,retry_later,0,0.0
2058.65,card_declined,netbanking,0.889,0,33.58,retry_later,1,2058.65
3832.0,card_declined,upi,0.235,2,5.85,retry_later,0,0.0
6560.8,network_error,upi,0.609,0,2.69,retry_now,1,6560.8
4336.01,insufficient_funds,upi,0.728,0,18.1,request_card_update,1,4336.01
1613.86,network_error,card,0.824,4,38.3,request_card_update,1,1613.86
11030.78,card_declined,card,0.875,0,8.74,retry_later,0,0.0
559.0,expired_card,netbanking,0.988,2,1.26,retry_now,1,559.0
3498.54,insufficient_funds,wallet,0.576,2,11.65,retry_now,1,3498.54
3044.32,network_error,upi,0.627,2,6.65,request_alternative_payment,0,0.0
5629.28,network_error,card,0.664,1,3.82,retry_later,0,0.0
7836.3,insufficient_funds,wallet,0.613,2,24.51,retry_now,0,0.0
12315.39,card_declined,card,0.819,4,60.3,request_card_update,0,0.0
2827.84,network_error,card,0.707,2,2.22,retry_later,1,2827.84
7994.1,insufficient_funds,card,0.716,0,16.47,request_card_update,0,0.0
5847.96,card_declined,card,0.918,3,7.01,retry_now,0,0.0
1271.51,card_declined,upi,0.796,1,28.36,request_alternative_payment,0,0.0
22871.01,network_error,upi,0.665,0,7.99,retry_now,1,22871.01
1581.57,insufficient_funds,card,0.74,3,15.26,retry_now,1,1581.57
6993.88,card_declined,card,0.566,1,1.98,retry_now,1,6993.88
6830.55,insufficient_funds,upi,0.66,0,17.6,retry_later,0,0.0
6233.56,card_declined,card,0.821,1,11.61,request_alternative_payment,1,6233.56
3366.17,network_error,card,0.652,4,1.37,request_card_update,0,0.0
9691.41,card_declined,card,0.282,2,11.19,retry_now,0,0.0
1434.97,card_declined,netbanking,0.573,0,28.42,request_alternative_payment,0,0.0
4743.5,insufficient_funds,wallet,0.684,2,19.54,retry_later,0,0.0
3184.64,insufficient_funds,card,0.445,0,1.73,retry_now,1,3184.64
2908.39,network_error,upi,0.878,1,96.0,retry_now,1,2908.39
7045.83,insufficient_funds,netbanking,0.887,0,3.81,request_card_update,1,7045.83
11839.26,network_error,card,0.717,0,15.28,request_alternative_payment,1,11839.26
3799.36,network_error,wallet,0.886,4,5.83,request_alternative_payment,1,3799.36
9336.98,expired_card,upi,0.701,1,12.34,retry_now,0,0.0
5202.97,insufficient_funds,upi,0.631,2,2.75,request_card_update,0,0.0
2447.95,card_declined,upi,0.731,1,42.27,request_alternative_payment,0,0.0
4067.69,insufficient_funds,card,0.77,0,0.38,request_alternative_payment,1,4067.69
3934.76,expired_card,netbanking,0.674,2,13.26,request_alternative_payment,1,3934.76
2863.69,network_error,upi,0.519,1,69.9,request_alternative_payment,1,2863.69
7044.34,card_declined,card,0.83,0,9.6,retry_now,1,7044.34
6032.46,network_error,upi,0.865,0,19.91,request_card_update,1,6032.46
1400.62,insufficient_funds,wallet,0.609,1,49.74,request_alternative_payment,1,1400.62
1334.05,card_declined,netbanking,0.768,3,24.4,retry_now,0,0.0
7022.96,network_error,upi,0.708,0,17.03,retry_now,0,0.0
2604.42,insufficient_funds,card,0.69,1,6.18,request_alternative_payment,0,0.0
6366.63,expired_card,card,0.787,0,7.59,retry_now,0,0.0
9338.85,expired_card,card,0.95,2,20.25,request_card_update,0,0.0
1808.82,expired_card,netbanking,0.729,2,6.9,retry_now,1,1808.82
1616.41,network_error,netbanking,0.77,1,55.02,request_card_update,0,0.0
19086.54,insufficient_funds,wallet,0.554,1,2.62,request_card_update,0,0.0
6623.97,card_declined,card,0.815,0,1.42,retry_later,0,0.0
3575.29,insufficient_funds,wallet,0.811,3,4.99,retry_later,0,0.0
2368.57,network_error,wallet,0.446,1,22.32,request_card_update,1,2368.57
3323.72,insufficient_funds,upi,0.878,0,4.23,request_card_update,1,3323.72
1928.96,expired_card,netbanking,0.424,2,50.03,retry_now,0,0.0
10136.75,insufficient_funds,card,0.814,2,33.27,request_alternative_payment,0,0.0
2685.96,insufficient_funds,card,0.625,0,2.93,retry_later,0,0.0
11992.31,insufficient_funds,card,0.989,1,0.91,request_card_update,0,0.0
3628.92,network_error,card,0.542,1,25.26,request_card_update,1,3628.92
2170.07,insufficient_funds,card,0.711,1,3.46,request_card_update,1,2170.07
3555.15,insufficient_funds,upi,0.861,3,3.72,retry_later,0,0.0
612.69,insufficient_funds,card,0.87,2,52.21,retry_later,0,0.0
4539.53,insufficient_funds,card,0.88,3,4.77,retry_later,1,4539.53
4363.8,expired_card,card,0.477,1,48.6,retry_later,0,0.0
9671.97,card_declined,upi,0.8,2,17.03,request_card_update,1,9671.97
1105.61,insufficient_funds,wallet,0.494,0,2.85,retry_now,0,0.0
12666.12,insufficient_funds,card,0.665,0,27.13,request_alternative_payment,0,0.0
9639.96,insufficient_funds,netbanking,0.866,1,1.71,retry_later,0,0.0
13613.65,card_declined,wallet,0.823,1,20.88,request_card_update,0,0.0
4793.5,insufficient_funds,upi,0.723,0,60.79,request_card_update,1,4793.5
11252.11,insufficient_funds,upi,0.821,1,23.21,retry_now,1,11252.11
1541.02,insufficient_funds,upi,0.894,0,40.41,retry_later,1,1541.02
8845.21,insufficient_funds,wallet,0.965,0,4.54,request_card_update,0,0.0
2697.99,network_error,card,0.886,0,1.6,retry_now,1,2697.99
1334.18,insufficient_funds,netbanking,0.844,2,19.09,retry_now,0,0.0
2034.25,network_error,card,0.908,0,16.89,request_alternative_payment,1,2034.25
5022.17,card_declined,card,0.709,1,38.0,request_alternative_payment,0,0.0
2585.71,expired_card,upi,0.675,1,9.43,request_alternative_payment,1,2585.71
6755.09,insufficient_funds,netbanking,0.927,0,3.0,request_card_update,1,6755.09
1176.86,network_error,netbanking,0.774,0,7.95,retry_later,0,0.0
911.89,expired_card,wallet,0.737,0,2.11,retry_later,0,0.0
14989.47,expired_card,upi,0.619,4,2.34,retry_later,0,0.0
10303.44,network_error,upi,0.759,0,36.34,request_card_update,0,0.0
2159.77,insufficient_funds,wallet,0.7,2,19.13,request_card_update,1,2159.77
4988.02,expired_card,card,0.858,0,6.49,retry_now,0,0.0
11302.72,network_error,card,0.923,2,2.96,retry_later,1,11302.72
6992.22,insufficient_funds,card,0.793,2,6.35,request_card_update,1,6992.22
5629.48,insufficient_funds,upi,0.76,4,8.68,request_card_update,1,5629.48
12007.86,expired_card,upi,0.993,3,45.68,request_alternative_payment,1,12007.86
2786.73,insufficient_funds,netbanking,0.919,4,22.15,request_card_update,0,0.0
5126.28,network_error,card,0.877,0,5.97,retry_later,1,5126.28
4929.11,card_declined,netbanking,0.875,1,9.27,request_card_update,1,4929.11
4019.78,network_error,upi,0.4,2,18.78,request_alternative_payment,1,4019.78
3660.48,insufficient_funds,wallet,0.499,0,15.92,request_card_update,0,0.0
5300.14,network_error,card,0.952,0,18.62,retry_now,1,5300.14
5139.54,card_declined,upi,0.765,1,17.56,request_alternative_payment,1,5139.54
2161.27,expired_card,netbanking,0.946,2,62.46,request_alternative_payment,0,0.0
9496.04,insufficient_funds,upi,0.871,2,27.73,retry_later,0,0.0
2289.49,insufficient_funds,card,0.793,2,28.95,retry_later,0,0.0
4199.02,insufficient_funds,card,0.409,0,7.75,request_card_update,0,0.0
3948.02,insufficient_funds,card,0.648,2,3.08,request_card_update,0,0.0
6658.68,expired_card,upi,0.835,0,20.74,request_alternative_payment,1,6658.68
917.74,insufficient_funds,upi,0.847,3,43.86,request_alternative_payment,0,0.0
10197.74,insufficient_funds,upi,0.772,1,6.89,retry_later,0,0.0
2909.11,network_error,upi,0.763,2,0.56,retry_now,0,0.0
13268.71,insufficient_funds,card,0.917,4,65.77,retry_now,0,0.0
3410.66,insufficient_funds,card,0.691,1,19.86,retry_now,0,0.0
4808.39,network_error,netbanking,0.757,0,17.04,retry_later,0,0.0
23114.65,card_declined,netbanking,0.939,0,1.84,request_card_update,1,23114.65
4005.1,network_error,upi,0.805,0,8.19,request_card_update,1,4005.1
13470.71,card_declined,upi,0.538,2,8.65,retry_later,0,0.0
5158.65,insufficient_funds,wallet,0.625,4,31.78,retry_now,0,0.0
6971.1,card_declined,wallet,0.764,3,19.34,request_card_update,0,0.0
5287.81,expired_card,upi,0.796,4,10.26,request_alternative_payment,0,0.0
