amount,failure_reason,payment_method,customer_success_rate,customer_tenure_days,historical_payments,historical_failed_payments,historical_recovered_payments,historical_recovery_rate,days_since_last_success,previous_attempts,hours_since_failure,payment_hour,previous_recovery_attempts,previous_recovery_success,customer_recovery_history,intervention,recovered,recovered_amount
4378.52,insufficient_funds,card,0.614,366,20,7,4,0.5714285714285714,7.09,0,12.48,9,1,1,1.0,retry_later,1,4378.52
6507.09,network_error,upi,0.875,490,22,2,2,1.0,21.96,2,19.37,16,0,0,0.0,request_card_update,1,6507.09
2570.06,card_declined,netbanking,0.767,348,17,3,3,1.0,86.09,0,20.92,3,1,1,1.0,request_alternative_payment,1,2570.06
5018.05,network_error,wallet,0.922,366,23,1,1,1.0,1.64,0,13.73,13,1,1,1.0,retry_now,1,5018.05
6399.68,expired_card,card,0.774,250,16,2,2,1.0,94.97,0,38.15,5,0,0,0.0,request_alternative_payment,0,0.0
1296.75,insufficient_funds,wallet,0.779,391,20,4,4,1.0,0.5,0,22.48,13,0,0,0.0,request_alternative_payment,1,1296.75
4297.28,insufficient_funds,card,0.959,523,21,0,0,0.0,7.49,1,0.78,14,1,1,1.0,request_card_update,1,4297.28
3923.53,insufficient_funds,wallet,0.641,390,24,8,5,0.625,27.93,1,19.86,2,2,0,0.0,retry_now,1,3923.53
11380.4,insufficient_funds,upi,0.97,387,24,1,1,1.0,72.72,1,18.8,4,0,0,0.0,request_alternative_payment,1,11380.4
1143.21,expired_card,upi,0.94,291,24,0,0,0.0,66.82,2,27.51,23,0,0,0.0,retry_later,1,1143.21
3684.86,network_error,upi,0.806,269,11,3,3,1.0,56.17,0,4.18,9,1,1,1.0,request_alternative_payment,1,3684.86
3400.88,card_declined,wallet,0.964,589,20,1,1,1.0,12.87,2,22.08,13,3,3,1.0,request_card_update,1,3400.88
10777.87,network_error,card,0.853,587,14,2,1,0.5,3.74,1,4.68,4,2,2,1.0,request_alternative_payment,1,10777.87
4828.81,expired_card,card,0.893,553,16,0,0,0.0,2.69,2,95.01,16,1,1,1.0,retry_later,0,0.0
21037.65,insufficient_funds,netbanking,0.563,707,15,7,5,0.7142857142857143,2.23,2,7.03,10,0,0,0.0,retry_later,1,21037.65
8492.71,insufficient_funds,card,0.958,135,15,0,0,0.0,5.47,0,29.45,3,2,1,0.5,retry_now,1,8492.71
3601.17,network_error,upi,0.608,391,15,1,0,0.0,0.62,1,3.57,18,1,0,0.0,retry_later,0,0.0
6056.7,network_error,upi,0.579,359,9,1,1,1.0,3.96,0,16.27,18,1,1,1.0,request_alternative_payment,1,6056.7
3766.64,insufficient_funds,netbanking,0.696,345,28,6,6,1.0,31.79,2,38.26,2,0,0,0.0,retry_now,1,3766.64
9943.86,card_declined,wallet,0.878,296,21,6,6,1.0,1.49,0,17.29,12,1,1,1.0,retry_later,1,9943.86
1722.33,insufficient_funds,card,0.848,434,12,1,1,1.0,2.85,3,18.75,2,2,1,0.5,retry_later,0,0.0
2586.95,card_declined,upi,0.711,76,18,4,4,1.0,45.3,2,3.26,17,2,1,0.5,retry_now,1,2586.95
7199.34,card_declined,upi,0.982,253,13,0,0,0.0,4.7,0,2.6,7,2,2,1.0,retry_now,1,7199.34
13330.35,insufficient_funds,upi,0.764,307,16,2,2,1.0,17.81,0,0.61,15,1,1,1.0,request_alternative_payment,1,13330.35
858.87,network_error,card,0.885,681,15,1,1,1.0,45.65,0,4.21,7,0,0,0.0,retry_later,1,858.87
15014.48,card_declined,card,0.9,414,16,0,0,0.0,9.81,0,0.25,21,0,0,0.0,request_card_update,1,15014.48
4469.74,network_error,upi,0.807,140,18,4,3,0.75,23.15,1,96.0,6,1,1,1.0,request_card_update,1,4469.74
1107.76,card_declined,card,0.879,116,11,1,1,1.0,0.57,0,19.78,3,0,0,0.0,retry_now,1,1107.76
452.96,card_declined,upi,0.903,905,15,1,1,1.0,34.97,1,27.81,15,1,1,1.0,request_card_update,1,452.96
1470.98,insufficient_funds,card,0.689,1039,21,5,5,1.0,37.68,0,20.5,7,1,1,1.0,request_card_update,1,1470.98
4921.8,insufficient_funds,wallet,0.827,516,24,6,6,1.0,1.91,0,3.48,2,1,1,1.0,request_alternative_payment,1,4921.8
4743.24,network_error,netbanking,0.895,338,22,1,1,1.0,0.66,0,21.34,17,1,1,1.0,request_alternative_payment,1,4743.24
8297.87,card_declined,upi,0.861,458,20,4,4,1.0,0.5,0,0.63,11,2,2,1.0,request_alternative_payment,1,8297.87
3221.5,insufficient_funds,netbanking,0.662,451,13,3,2,0.6666666666666666,51.5,0,6.55,5,0,0,0.0,retry_later,1,3221.5
2060.62,expired_card,wallet,0.806,1102,8,1,1,1.0,7.36,0,21.97,15,3,3,1.0,retry_now,1,2060.62
3592.93,network_error,netbanking,0.853,713,18,3,3,1.0,7.77,1,0.47,7,0,0,0.0,request_card_update,1,3592.93
5136.26,insufficient_funds,upi,0.85,432,15,1,1,1.0,11.6,2,3.61,8,0,0,0.0,request_alternative_payment,1,5136.26
6013.8,insufficient_funds,card,0.924,709,31,1,1,1.0,11.75,1,8.84,23,0,0,0.0,retry_now,1,6013.8
2659.41,card_declined,netbanking,0.766,196,24,4,3,0.75,19.04,1,8.05,9,0,0,0.0,retry_later,1,2659.41
10284.06,insufficient_funds,upi,0.956,182,19,1,1,1.0,1.02,1,5.38,6,3,2,0.6666666666666666,retry_now,1,10284.06
3041.41,expired_card,upi,0.553,639,17,7,6,0.8571428571428571,0.5,4,14.76,18,1,1,1.0,request_alternative_payment,0,0.0
2493.44,card_declined,upi,0.8,546,14,1,1,1.0,84.41,1,5.69,1,2,2,1.0,retry_now,1,2493.44
3239.84,insufficient_funds,card,0.915,275,14,0,0,0.0,41.79,0,7.15,14,2,2,1.0,retry_later,1,3239.84
11814.29,card_declined,netbanking,0.789,809,26,10,8,0.8,9.18,2,27.53,20,0,0,0.0,request_alternative_payment,1,11814.29
4496.06,insufficient_funds,netbanking,0.772,589,15,1,1,1.0,81.66,0,0.34,19,1,1,1.0,request_alternative_payment,1,4496.06
2868.61,card_declined,card,0.625,205,15,5,4,0.8,47.54,0,14.74,8,0,0,0.0,request_card_update,0,0.0
10488.97,insufficient_funds,card,0.864,337,21,1,0,0.0,12.86,0,6.79,4,1,1,1.0,request_card_update,1,10488.97
27761.13,network_error,wallet,0.968,83,16,0,0,0.0,15.66,0,11.55,8,2,2,1.0,request_card_update,1,27761.13
5913.18,network_error,card,0.766,750,24,6,4,0.6666666666666666,1.85,2,10.25,1,2,1,0.5,retry_now,1,5913.18
13416.86,expired_card,upi,0.881,492,32,9,9,1.0,2.51,0,9.49,5,1,1,1.0,request_card_update,1,13416.86
11453.56,insufficient_funds,upi,0.807,119,18,3,2,0.6666666666666666,10.66,2,19.41,2,1,1,1.0,request_card_update,1,11453.56
3079.99,card_declined,upi,0.649,397,16,4,3,0.75,11.89,0,7.31,22,0,0,0.0,request_card_update,0,0.0
5107.68,network_error,card,0.84,278,16,2,2,1.0,24.55,0,13.84,11,0,0,0.0,request_card_update,1,5107.68
1792.13,card_declined,card,0.813,519,20,1,1,1.0,60.55,0,24.1,4,0,0,0.0,retry_later,1,1792.13
4243.91,card_declined,upi,0.783,188,16,4,3,0.75,10.79,1,52.57,23,0,0,0.0,retry_now,0,0.0
3029.77,expired_card,card,0.722,557,20,4,3,0.75,57.29,1,10.26,2,1,1,1.0,request_card_update,0,0.0
3622.37,network_error,netbanking,0.966,851,20,1,1,1.0,18.38,2,1.42,19,4,4,1.0,retry_later,1,3622.37
2744.29,expired_card,wallet,0.937,487,10,0,0,0.0,62.8,0,1.27,4,1,1,1.0,request_alternative_payment,1,2744.29
3973.95,card_declined,netbanking,0.881,277,14,1,1,1.0,59.59,3,13.86,12,1,1,1.0,retry_later,1,3973.95
7653.97,card_declined,card,0.961,378,23,2,1,0.5,31.67,2,48.45,0,2,2,1.0,request_card_update,0,0.0
4544.17,card_declined,upi,0.66,106,20,4,3,0.75,2.65,1,0.64,23,1,1,1.0,retry_later,1,4544.17
1125.18,card_declined,card,0.833,404,19,4,4,1.0,19.42,1,9.19,17,1,1,1.0,retry_now,1,1125.18
2752.59,insufficient_funds,upi,0.66,412,9,1,1,1.0,70.61,0,1.28,9,2,1,0.5,request_card_update,1,2752.59
1482.78,network_error,card,0.666,589,18,3,3,1.0,23.78,1,11.76,20,3,3,1.0,request_card_update,0,0.0
6078.06,card_declined,netbanking,0.681,519,12,5,4,0.8,7.61,0,42.01,12,2,2,1.0,retry_now,1,6078.06
7478.95,card_declined,upi,0.961,397,28,2,2,1.0,114.51,0,5.87,16,0,0,0.0,retry_now,1,7478.95
6139.09,expired_card,card,0.683,373,17,4,3,0.75,1.16,0,0.41,6,0,0,0.0,retry_later,1,6139.09
2663.16,network_error,card,0.573,637,17,3,1,0.3333333333333333,34.43,2,20.03,1,2,2,1.0,retry_now,0,0.0
6091.66,insufficient_funds,upi,0.877,906,13,2,2,1.0,1.69,0,0.25,13,1,1,1.0,request_card_update,1,6091.66
3432.7,card_declined,netbanking,0.652,485,17,8,7,0.875,53.03,3,29.8,1,2,2,1.0,request_alternative_payment,1,3432.7
2011.45,card_declined,card,0.529,1132,17,10,8,0.8,7.95,2,3.08,20,1,1,1.0,retry_later,0,0.0
9051.96,insufficient_funds,upi,0.794,930,18,6,5,0.8333333333333334,8.76,1,11.07,5,0,0,0.0,retry_now,0,0.0
9620.15,insufficient_funds,card,0.809,287,15,1,1,1.0,14.57,0,9.43,6,2,2,1.0,retry_now,1,9620.15
10681.94,card_declined,wallet,0.927,166,13,0,0,0.0,8.46,1,0.98,1,3,3,1.0,request_alternative_payment,1,10681.94
3073.32,network_error,upi,0.722,322,16,2,2,1.0,71.12,4,11.05,23,1,1,1.0,request_alternative_payment,0,0.0
12844.65,expired_card,netbanking,0.876,391,22,3,3,1.0,8.04,0,17.23,5,1,1,1.0,request_alternative_payment,0,0.0
3368.85,card_declined,card,0.871,220,17,0,0,0.0,9.55,2,0.61,15,1,1,1.0,request_card_update,0,0.0
8433.73,card_declined,wallet,0.789,316,18,4,3,0.75,36.23,1,27.43,9,0,0,0.0,request_card_update,1,8433.73
3322.47,insufficient_funds,upi,0.973,789,16,1,1,1.0,10.42,0,5.29,9,0,0,0.0,request_alternative_payment,1,3322.47
4179.75,expired_card,card,0.709,642,17,3,2,0.6666666666666666,37.88,3,24.66,18,2,1,0.5,retry_now,1,4179.75
720.72,network_error,upi,0.923,470,19,1,1,1.0,117.37,1,28.97,22,2,2,1.0,retry_later,1,720.72
3927.12,expired_card,card,0.493,317,21,11,7,0.6363636363636364,4.85,1,6.99,13,1,1,1.0,request_alternative_payment,0,0.0
5377.96,card_declined,netbanking,0.83,654,14,0,0,0.0,5.0,3,18.7,19,0,0,0.0,retry_now,0,0.0
3601.67,insufficient_funds,netbanking,0.879,526,21,1,1,1.0,5.71,0,5.04,10,2,2,1.0,retry_later,1,3601.67
20376.62,card_declined,upi,0.644,667,20,8,7,0.875,11.21,1,1.88,9,3,1,0.3333333333333333,request_card_update,1,20376.62
1972.82,card_declined,card,0.63,176,10,4,3,0.75,24.68,0,13.33,19,1,0,0.0,retry_now,1,1972.82
3185.38,insufficient_funds,netbanking,0.931,331,18,1,1,1.0,7.04,1,9.97,9,0,0,0.0,retry_now,1,3185.38
2424.29,insufficient_funds,netbanking,0.876,942,23,6,5,0.8333333333333334,5.31,1,16.8,23,2,2,1.0,request_alternative_payment,1,2424.29
3184.89,insufficient_funds,upi,0.838,449,21,5,5,1.0,46.48,2,11.76,2,1,1,1.0,request_alternative_payment,1,3184.89
11410.89,card_declined,upi,0.937,680,18,2,2,1.0,24.99,1,10.63,14,0,0,0.0,retry_now,1,11410.89
16311.39,expired_card,card,0.601,359,13,4,1,0.25,19.54,0,8.33,2,0,0,0.0,retry_now,1,16311.39
2854.23,network_error,card,0.858,391,24,3,3,1.0,13.33,1,38.83,4,0,0,0.0,request_alternative_payment,1,2854.23
2803.96,network_error,wallet,0.746,408,20,4,4,1.0,11.31,1,24.39,8,2,1,0.5,retry_later,1,2803.96
1981.26,insufficient_funds,upi,0.691,485,20,3,2,0.6666666666666666,7.61,0,23.49,18,2,2,1.0,retry_now,1,1981.26
14217.4,network_error,card,0.317,717,20,14,5,0.35714285714285715,44.18,1,7.77,19,3,2,0.6666666666666666,retry_later,1,14217.4
12258.77,card_declined,upi,0.713,225,18,3,0,0.0,10.57,2,1.81,16,0,0,0.0,retry_later,0,0.0
4593.55,insufficient_funds,card,0.518,410,16,11,4,0.36363636363636365,3.61,1,27.98,1,2,1,0.5,retry_later,1,4593.55
1636.5,card_declined,card,0.918,638,16,2,2,1.0,26.13,0,16.36,12,0,0,0.0,request_alternative_payment,1,1636.5
1757.88,insufficient_funds,wallet,0.698,170,16,5,4,0.8,7.85,2,7.5,7,1,0,0.0,retry_now,1,1757.88
5731.29,expired_card,card,0.938,221,13,1,1,1.0,28.67,0,9.37,14,1,1,1.0,request_card_update,1,5731.29
7759.43,network_error,card,0.602,75,18,8,5,0.625,2.59,1,4.72,19,1,0,0.0,request_alternative_payment,0,0.0
957.45,insufficient_funds,netbanking,0.776,455,17,5,5,1.0,5.26,1,23.75,17,0,0,0.0,retry_later,1,957.45
3866.66,card_declined,card,0.713,483,19,8,3,0.375,17.32,3,16.67,6,2,2,1.0,request_card_update,0,0.0
18248.35,card_declined,card,0.933,879,10,1,1,1.0,2.39,1,96.0,4,3,2,0.6666666666666666,retry_later,1,18248.35
4201.45,insufficient_funds,upi,0.908,183,18,0,0,0.0,45.14,1,0.72,3,0,0,0.0,request_alternative_payment,1,4201.45
16463.54,card_declined,card,0.508,257,20,11,6,0.5454545454545454,19.33,4,1.18,13,0,0,0.0,retry_now,0,0.0
8403.72,network_error,card,0.89,898,14,1,1,1.0,14.29,2,0.28,6,2,2,1.0,request_card_update,0,0.0
2100.16,network_error,upi,0.967,533,13,0,0,0.0,27.87,1,5.39,22,1,1,1.0,retry_later,1,2100.16
3956.27,insufficient_funds,wallet,0.828,372,20,5,5,1.0,26.33,1,27.32,8,1,1,1.0,request_alternative_payment,1,3956.27
4510.84,card_declined,netbanking,0.53,436,17,4,1,0.25,14.48,1,13.61,18,1,0,0.0,retry_now,0,0.0
2333.64,insufficient_funds,card,0.839,614,19,1,1,1.0,4.58,0,1.77,6,2,2,1.0,retry_now,1,2333.64
2301.46,insufficient_funds,upi,0.847,381,13,1,1,1.0,19.91,1,1.55,16,2,2,1.0,request_card_update,1,2301.46
16690.72,insufficient_funds,upi,0.8,602,20,7,5,0.7142857142857143,19.16,1,19.39,17,1,1,1.0,retry_later,1,16690.72
2287.71,insufficient_funds,card,0.969,838,21,0,0,0.0,3.17,0,14.41,23,1,1,1.0,request_card_update,0,0.0
11848.33,insufficient_funds,card,0.607,985,21,11,6,0.5454545454545454,17.24,0,24.65,20,1,0,0.0,request_alternative_payment,1,11848.33
3526.3,card_declined,upi,0.851,1184,23,0,0,0.0,57.38,0,38.35,19,0,0,0.0,request_alternative_payment,1,3526.3
4898.49,network_error,card,0.857,541,13,2,1,0.5,19.88,0,22.85,19,1,1,1.0,retry_now,1,4898.49
7837.45,insufficient_funds,wallet,0.761,388,15,3,1,0.3333333333333333,55.13,1,4.86,15,1,0,0.0,retry_now,0,0.0
3097.49,insufficient_funds,card,0.83,540,26,6,5,0.8333333333333334,10.09,2,20.54,8,1,0,0.0,retry_now,1,3097.49
7875.54,expired_card,card,0.841,399,15,3,3,1.0,4.25,3,4.54,3,1,1,1.0,retry_later,1,7875.54
972.67,expired_card,netbanking,0.65,301,19,7,1,0.14285714285714285,7.65,0,8.01,20,1,0,0.0,request_alternative_payment,1,972.67
7107.88,insufficient_funds,netbanking,0.774,541,18,5,4,0.8,15.1,0,10.73,12,0,0,0.0,retry_later,1,7107.88
693.93,card_declined,card,0.637,406,13,9,6,0.6666666666666666,20.5,1,2.17,13,1,0,0.0,retry_later,0,0.0
4170.19,insufficient_funds,netbanking,0.605,196,20,6,3,0.5,7.94,2,12.94,3,1,0,0.0,retry_later,0,0.0
9902.95,expired_card,netbanking,0.892,329,18,2,2,1.0,49.66,2,5.99,14,4,3,0.75,retry_now,1,9902.95
8225.79,card_declined,card,0.68,493,21,6,5,0.8333333333333334,17.98,0,29.36,3,1,1,1.0,request_card_update,1,8225.79
1769.52,insufficient_funds,upi,0.919,356,19,4,4,1.0,17.69,0,5.07,2,0,0,0.0,retry_now,1,1769.52
1961.49,network_error,upi,0.797,445,22,3,3,1.0,12.17,2,2.98,14,1,1,1.0,request_card_update,1,1961.49
2882.05,network_error,card,0.757,222,21,3,3,1.0,14.12,4,36.16,15,2,1,0.5,retry_later,1,2882.05
5803.21,insufficient_funds,wallet,0.53,261,14,8,5,0.625,9.02,1,13.63,3,3,3,1.0,retry_now,1,5803.21
984.02,insufficient_funds,wallet,0.822,521,21,2,2,1.0,6.28,2,43.27,22,2,1,0.5,request_alternative_payment,1,984.02
4947.38,card_declined,upi,0.87,291,11,2,1,0.5,12.67,0,1.44,8,4,4,1.0,retry_later,1,4947.38
6414.63,insufficient_funds,card,0.923,359,18,3,3,1.0,36.09,0,30.38,11,1,1,1.0,retry_later,1,6414.63
3986.88,insufficient_funds,wallet,0.819,521,15,4,2,0.5,13.4,1,6.78,3,1,1,1.0,retry_later,1,3986.88
7611.76,network_error,upi,0.483,530,12,8,5,0.625,0.6,2,15.64,6,0,0,0.0,request_alternative_payment,1,7611.76
5979.98,network_error,card,0.921,232,17,0,0,0.0,98.24,1,6.51,13,3,3,1.0,request_card_update,1,5979.98
3241.75,network_error,upi,0.597,767,11,7,6,0.8571428571428571,8.69,1,14.17,4,2,1,0.5,request_alternative_payment,1,3241.75
1062.35,network_error,upi,0.639,567,17,3,3,1.0,1.38,0,9.55,7,2,2,1.0,request_card_update,1,1062.35
5563.17,card_declined,card,0.689,862,25,5,4,0.8,10.09,3,13.38,10,3,2,0.6666666666666666,retry_later,1,5563.17
2332.59,card_declined,card,0.812,490,27,2,2,1.0,30.94,2,0.31,4,0,0,0.0,request_alternative_payment,1,2332.59
3147.99,network_error,netbanking,0.942,738,20,1,1,1.0,17.91,2,19.38,20,1,1,1.0,request_card_update,1,3147.99
7335.59,insufficient_funds,wallet,0.61,569,21,11,8,0.7272727272727273,5.23,1,0.55,12,1,1,1.0,request_card_update,1,7335.59
15538.25,insufficient_funds,card,0.879,592,21,3,3,1.0,27.61,0,10.68,20,1,1,1.0,request_card_update,1,15538.25
4850.05,insufficient_funds,card,0.68,753,18,6,3,0.5,12.57,2,8.39,5,3,2,0.6666666666666666,retry_now,0,0.0
7788.82,network_error,card,0.701,371,16,4,3,0.75,21.14,0,8.44,0,5,4,0.8,request_card_update,1,7788.82
1574.37,card_declined,upi,0.96,199,18,2,2,1.0,5.28,0,11.17,3,1,1,1.0,request_card_update,0,0.0
6085.18,card_declined,card,0.732,232,24,2,2,1.0,38.2,0,3.97,8,1,0,0.0,request_alternative_payment,0,0.0
4766.03,card_declined,upi,0.896,414,15,1,1,1.0,35.2,2,8.63,19,3,3,1.0,request_card_update,0,0.0
13367.41,network_error,card,0.822,1028,20,3,3,1.0,23.28,2,17.93,0,0,0,0.0,retry_later,1,13367.41
3244.86,insufficient_funds,netbanking,0.865,951,20,4,4,1.0,51.64,0,17.66,10,2,2,1.0,request_alternative_payment,1,3244.86
4121.13,card_declined,netbanking,0.965,982,21,2,2,1.0,13.03,0,22.09,19,1,0,0.0,retry_later,1,4121.13
11663.79,network_error,netbanking,0.695,1173,18,7,6,0.8571428571428571,11.68,0,9.32,14,1,0,0.0,retry_later,1,11663.79
4645.09,network_error,card,0.8,734,8,3,2,0.6666666666666666,32.99,0,4.61,17,1,1,1.0,request_alternative_payment,1,4645.09
2059.3,card_declined,upi,0.725,227,21,7,4,0.5714285714285714,58.16,0,5.88,17,1,1,1.0,retry_later,1,2059.3
38503.32,insufficient_funds,card,0.834,271,13,2,2,1.0,3.45,0,9.58,11,0,0,0.0,request_alternative_payment,1,38503.32
2109.74,expired_card,card,0.991,221,16,0,0,0.0,67.78,1,2.78,17,2,2,1.0,retry_later,1,2109.74
4747.78,card_declined,upi,0.612,1091,28,9,7,0.7777777777777778,47.22,3,2.15,16,1,1,1.0,request_card_update,0,0.0
6598.14,expired_card,netbanking,0.693,328,19,6,6,1.0,16.32,1,27.95,13,0,0,0.0,request_card_update,0,0.0
6193.7,network_error,netbanking,0.61,412,19,11,6,0.5454545454545454,21.11,2,20.58,18,1,0,0.0,retry_later,1,6193.7
4295.82,expired_card,card,0.914,539,19,1,1,1.0,13.18,1,15.25,19,1,0,0.0,request_card_update,1,4295.82
4312.98,insufficient_funds,upi,0.927,310,18,2,2,1.0,99.92,0,32.45,2,3,2,0.6666666666666666,request_card_update,1,4312.98
4143.3,card_declined,card,0.839,156,17,3,3,1.0,95.76,0,33.88,3,4,3,0.75,request_alternative_payment,1,4143.3
2047.65,insufficient_funds,upi,0.916,289,21,1,1,1.0,25.41,1,30.55,22,1,1,1.0,request_alternative_payment,1,2047.65
27927.54,insufficient_funds,card,0.886,569,10,3,3,1.0,31.34,2,23.78,9,0,0,0.0,request_card_update,1,27927.54
4193.12,insufficient_funds,netbanking,0.859,379,19,3,3,1.0,4.67,2,0.38,15,1,1,1.0,retry_now,1,4193.12
8060.56,card_declined,wallet,0.68,487,20,3,2,0.6666666666666666,5.53,1,16.56,1,3,1,0.3333333333333333,request_alternative_payment,1,8060.56
3825.6,card_declined,card,0.932,503,19,2,2,1.0,12.25,0,52.62,4,1,1,1.0,request_card_update,0,0.0
3764.54,card_declined,netbanking,0.968,696,15,0,0,0.0,37.03,0,42.82,0,2,2,1.0,request_alternative_payment,1,3764.54
3473.22,insufficient_funds,upi,0.789,351,24,5,5,1.0,0.5,1,23.62,11,1,1,1.0,request_alternative_payment,1,3473.22
1447.1,insufficient_funds,upi,0.746,607,17,7,6,0.8571428571428571,20.14,1,7.46,22,3,1,0.3333333333333333,request_alternative_payment,1,1447.1
4397.08,card_declined,upi,0.606,181,17,8,6,0.75,18.14,2,17.58,1,0,0,0.0,retry_later,0,0.0
3610.45,network_error,card,0.737,582,17,5,5,1.0,69.03,1,5.68,2,0,0,0.0,retry_now,1,3610.45
12764.37,insufficient_funds,card,0.932,492,16,1,1,1.0,47.89,1,36.64,21,0,0,0.0,retry_now,1,12764.37
1919.53,network_error,card,0.908,886,13,2,2,1.0,19.94,1,31.56,7,0,0,0.0,retry_now,1,1919.53
3151.0,insufficient_funds,upi,0.817,428,22,5,5,1.0,40.11,0,5.06,3,0,0,0.0,retry_now,1,3151.0
2436.8,card_declined,card,0.925,358,16,1,1,1.0,2.94,2,2.25,7,1,1,1.0,request_card_update,1,2436.8
15854.64,network_error,upi,0.692,249,17,5,4,0.8,72.71,1,0.25,19,2,2,1.0,retry_later,1,15854.64
2494.06,card_declined,netbanking,0.865,252,17,2,2,1.0,29.26,1,2.04,16,1,1,1.0,request_card_update,1,2494.06
7840.31,card_declined,upi,0.882,853,17,1,1,1.0,3.18,1,29.99,0,2,2,1.0,retry_now,1,7840.31
10865.22,expired_card,card,0.803,208,19,5,4,0.8,19.41,4,14.45,13,5,5,1.0,retry_now,0,0.0
4448.38,insufficient_funds,upi,0.915,433,20,1,1,1.0,33.8,0,24.92,21,0,0,0.0,request_alternative_payment,1,4448.38
1661.95,insufficient_funds,card,0.913,343,19,2,2,1.0,46.52,1,29.37,2,2,2,1.0,request_card_update,1,1661.95
1678.86,expired_card,netbanking,0.928,154,18,2,2,1.0,38.15,4,1.01,4,1,1,1.0,request_card_update,1,1678.86
9946.78,network_error,card,0.821,140,21,3,3,1.0,6.91,0,0.46,15,2,2,1.0,retry_later,1,9946.78
1823.87,card_declined,card,0.702,270,10,1,1,1.0,4.47,0,2.09,16,1,0,0.0,retry_later,1,1823.87
6841.86,insufficient_funds,wallet,0.71,1063,23,6,4,0.6666666666666666,5.22,0,28.33,22,2,2,1.0,retry_later,1,6841.86
5478.97,insufficient_funds,card,0.874,823,23,3,3,1.0,1.38,1,3.76,0,3,3,1.0,retry_now,1,5478.97
6760.82,expired_card,card,0.59,554,22,16,7,0.4375,10.19,0,4.01,20,0,0,0.0,retry_now,0,0.0
7291.47,network_error,card,0.929,747,19,1,1,1.0,0.5,0,22.4,16,2,2,1.0,request_alternative_payment,1,7291.47
2369.08,insufficient_funds,card,0.89,241,23,5,4,0.8,14.74,0,9.05,18,0,0,0.0,retry_later,1,2369.08
2291.06,insufficient_funds,netbanking,0.976,324,14,0,0,0.0,10.91,1,5.91,5,4,4,1.0,retry_later,1,2291.06
8858.52,network_error,card,0.7,408,14,6,4,0.6666666666666666,9.82,2,18.04,7,3,2,0.6666666666666666,request_alternative_payment,0,0.0
3022.13,card_declined,card,0.914,390,13,0,0,0.0,14.83,1,14.61,1,1,1,1.0,retry_later,0,0.0
553.95,expired_card,netbanking,0.708,211,23,5,4,0.8,7.56,0,7.09,4,0,0,0.0,request_card_update,0,0.0
8401.77,card_declined,card,0.756,674,19,4,2,0.5,14.31,0,15.19,20,0,0,0.0,request_card_update,1,8401.77
2182.41,insufficient_funds,card,0.669,241,22,6,4,0.6666666666666666,6.69,4,14.26,15,1,1,1.0,request_card_update,1,2182.41
7265.57,insufficient_funds,card,0.804,201,21,6,5,0.8333333333333334,14.03,0,15.04,9,1,1,1.0,retry_now,1,7265.57
15236.52,card_declined,netbanking,0.806,189,17,5,3,0.6,67.17,0,32.84,17,1,1,1.0,retry_now,1,15236.52
5067.5,insufficient_funds,upi,0.788,167,15,2,1,0.5,48.3,3,6.27,0,0,0,0.0,retry_later,0,0.0
11090.08,insufficient_funds,upi,0.644,493,18,9,9,1.0,8.77,1,5.68,12,0,0,0.0,retry_later,1,11090.08
5654.64,insufficient_funds,upi,0.592,417,24,8,3,0.375,18.26,2,19.8,8,0,0,0.0,retry_now,0,0.0
17803.26,insufficient_funds,upi,0.971,567,17,0,0,0.0,1.34,0,1.33,22,2,2,1.0,retry_later,1,17803.26
2137.75,network_error,netbanking,0.882,451,19,2,2,1.0,94.82,1,33.47,19,0,0,0.0,retry_later,1,2137.75
4967.25,insufficient_funds,wallet,0.825,538,19,3,3,1.0,0.5,0,8.63,23,0,0,0.0,retry_now,1,4967.25
8567.42,card_declined,upi,0.697,274,15,6,5,0.8333333333333334,0.5,4,17.22,8,0,0,0.0,retry_later,0,0.0
4293.53,network_error,netbanking,0.849,635,17,5,5,1.0,2.64,0,1.57,17,4,4,1.0,retry_now,1,4293.53
12568.74,insufficient_funds,card,0.847,247,16,3,3,1.0,23.05,0,20.06,4,1,1,1.0,retry_later,1,12568.74
3538.87,card_declined,upi,0.967,271,29,1,1,1.0,36.31,0,6.95,16,0,0,0.0,request_card_update,1,3538.87
26178.4,network_error,upi,0.892,762,14,2,2,1.0,25.53,0,2.19,1,3,3,1.0,request_card_update,1,26178.4
27308.44,card_declined,card,0.928,257,28,2,2,1.0,3.72,0,4.33,7,1,1,1.0,retry_now,1,27308.44
6265.73,card_declined,card,0.68,205,19,7,5,0.7142857142857143,3.22,0,10.64,6,0,0,0.0,request_alternative_payment,1,6265.73
7779.71,network_error,card,0.861,484,18,3,2,0.6666666666666666,8.33,0,41.12,23,0,0,0.0,retry_later,1,7779.71
12971.76,expired_card,card,0.781,566,14,2,2,1.0,14.28,1,1.37,2,2,1,0.5,retry_later,1,12971.76
1934.17,network_error,netbanking,0.972,268,19,0,0,0.0,42.16,1,96.0,16,0,0,0.0,retry_now,0,0.0
1750.39,card_declined,card,0.94,757,18,2,2,1.0,14.38,3,43.65,17,1,1,1.0,retry_later,0,0.0
13661.38,card_declined,upi,0.922,276,24,3,3,1.0,85.7,1,5.87,5,0,0,0.0,request_alternative_payment,1,13661.38
